rank: 0; group_size: 1
881798 1.65713e+06 -1.439e+11 -4.14184e+10 
881018 1.66266e+06 -1.43641e+11 -4.23202e+10 
880221 1.66819e+06 -1.43375e+11 -4.32204e+10 
879407 1.67371e+06 -1.43104e+11 -4.41188e+10 
878575 1.67923e+06 -1.42828e+11 -4.50156e+10 
877727 1.68474e+06 -1.42545e+11 -4.59105e+10 
876863 1.69024e+06 -1.42258e+11 -4.68037e+10 
875981 1.69574e+06 -1.41964e+11 -4.7695e+10 
875083 1.70124e+06 -1.41665e+11 -4.85845e+10 
874167 1.70673e+06 -1.41361e+11 -4.9472e+10 
873236 1.71221e+06 -1.4105e+11 -5.03576e+10 
872287 1.71769e+06 -1.40735e+11 -5.12412e+10 
871322 1.72316e+06 -1.40414e+11 -5.21228e+10 
870340 1.72863e+06 -1.40087e+11 -5.30024e+10 
869342 1.73408e+06 -1.39755e+11 -5.38798e+10 
868328 1.73954e+06 -1.39417e+11 -5.47552e+10 
867296 1.74498e+06 -1.39074e+11 -5.56284e+10 
866249 1.75042e+06 -1.38725e+11 -5.64994e+10 
865185 1.75586e+06 -1.38371e+11 -5.73682e+10 
864105 1.76128e+06 -1.38011e+11 -5.82348e+10 
863008 1.7667e+06 -1.37646e+11 -5.9099e+10 
861895 1.77211e+06 -1.37276e+11 -5.99609e+10 
860766 1.77752e+06 -1.369e+11 -6.08205e+10 
859621 1.78292e+06 -1.36519e+11 -6.16777e+10 
858460 1.78831e+06 -1.36133e+11 -6.25325e+10 
857283 1.79369e+06 -1.35741e+11 -6.33848e+10 
856089 1.79907e+06 -1.35344e+11 -6.42346e+10 
854880 1.80444e+06 -1.34941e+11 -6.50819e+10 
853655 1.8098e+06 -1.34533e+11 -6.59267e+10 
852414 1.81515e+06 -1.3412e+11 -6.67689e+10 
851157 1.82049e+06 -1.33702e+11 -6.76084e+10 
849884 1.82583e+06 -1.33278e+11 -6.84453e+10 
848596 1.83116e+06 -1.3285e+11 -6.92795e+10 
847292 1.83648e+06 -1.32416e+11 -7.0111e+10 
845972 1.84179e+06 -1.31976e+11 -7.09397e+10 
844637 1.8471e+06 -1.31532e+11 -7.17656e+10 
843286 1.85239e+06 -1.31082e+11 -7.25888e+10 
841920 1.85768e+06 -1.30628e+11 -7.34091e+10 
840539 1.86296e+06 -1.30168e+11 -7.42265e+10 
839142 1.86823e+06 -1.29703e+11 -7.50409e+10 
837729 1.87349e+06 -1.29233e+11 -7.58525e+10 
836302 1.87874e+06 -1.28758e+11 -7.66611e+10 
834859 1.88398e+06 -1.28278e+11 -7.74666e+10 
833402 1.88922e+06 -1.27792e+11 -7.82691e+10 
831929 1.89444e+06 -1.27302e+11 -7.90686e+10 
830441 1.89966e+06 -1.26807e+11 -7.98649e+10 
828938 1.90486e+06 -1.26307e+11 -8.06582e+10 
827421 1.91006e+06 -1.25802e+11 -8.14482e+10 
825888 1.91525e+06 -1.25292e+11 -8.22351e+10 
824341 1.92042e+06 -1.24777e+11 -8.30187e+10 
822779 1.92559e+06 -1.24257e+11 -8.37991e+10 
821202 1.93075e+06 -1.23732e+11 -8.45762e+10 
819611 1.9359e+06 -1.23203e+11 -8.53499e+10 
818006 1.94103e+06 -1.22668e+11 -8.61204e+10 
816386 1.94616e+06 -1.22129e+11 -8.68874e+10 
814751 1.95128e+06 -1.21585e+11 -8.76511e+10 
813102 1.95639e+06 -1.21036e+11 -8.84113e+10 
811439 1.96148e+06 -1.20483e+11 -8.9168e+10 
809762 1.96657e+06 -1.19924e+11 -8.99213e+10 
808071 1.97164e+06 -1.19361e+11 -9.0671e+10 
806365 1.97671e+06 -1.18794e+11 -9.14172e+10 
804646 1.98176e+06 -1.18222e+11 -9.21597e+10 
802912 1.9868e+06 -1.17645e+11 -9.28987e+10 
801165 1.99184e+06 -1.17063e+11 -9.36341e+10 
799404 1.99686e+06 -1.16477e+11 -9.43657e+10 
797629 2.00187e+06 -1.15886e+11 -9.50937e+10 
795841 2.00686e+06 -1.15291e+11 -9.58179e+10 
794039 2.01185e+06 -1.14691e+11 -9.65384e+10 
792224 2.01683e+06 -1.14087e+11 -9.72551e+10 
790395 2.02179e+06 -1.13478e+11 -9.7968e+10 
788553 2.02675e+06 -1.12865e+11 -9.8677e+10 
786697 2.03169e+06 -1.12248e+11 -9.93822e+10 
784829 2.03662e+06 -1.11626e+11 -1.00084e+11 
782947 2.04153e+06 -1.10999e+11 -1.00781e+11 
781052 2.04644e+06 -1.10369e+11 -1.01474e+11 
779144 2.05133e+06 -1.09734e+11 -1.02164e+11 
777223 2.05622e+06 -1.09094e+11 -1.02849e+11 
775289 2.06109e+06 -1.08451e+11 -1.03531e+11 
773343 2.06594e+06 -1.07803e+11 -1.04208e+11 
771384 2.07079e+06 -1.07151e+11 -1.04881e+11 
769412 2.07562e+06 -1.06495e+11 -1.0555e+11 
767428 2.08044e+06 -1.05834e+11 -1.06216e+11 
765431 2.08525e+06 -1.0517e+11 -1.06876e+11 
763422 2.09005e+06 -1.04501e+11 -1.07533e+11 
761401 2.09483e+06 -1.03828e+11 -1.08186e+11 
759367 2.0996e+06 -1.03151e+11 -1.08834e+11 
757322 2.10436e+06 -1.02471e+11 -1.09478e+11 
755264 2.1091e+06 -1.01786e+11 -1.10118e+11 
753194 2.11384e+06 -1.01097e+11 -1.10753e+11 
751112 2.11855e+06 -1.00404e+11 -1.11384e+11 
749019 2.12326e+06 -9.97072e+10 -1.12011e+11 
746914 2.12795e+06 -9.90066e+10 -1.12633e+11 
744797 2.13263e+06 -9.8302e+10 -1.13251e+11 
742669 2.1373e+06 -9.75936e+10 -1.13864e+11 
740529 2.14195e+06 -9.68814e+10 -1.14473e+11 
738378 2.14659e+06 -9.61654e+10 -1.15078e+11 
736215 2.15121e+06 -9.54457e+10 -1.15678e+11 
734041 2.15583e+06 -9.47222e+10 -1.16273e+11 
731856 2.16042e+06 -9.3995e+10 -1.16864e+11 
729660 2.16501e+06 -9.32641e+10 -1.17451e+11 
727454 2.16958e+06 -9.25295e+10 -1.18033e+11 
725236 2.17414e+06 -9.17914e+10 -1.1861e+11 
723007 2.17868e+06 -9.10496e+10 -1.19182e+11 
720768 2.18321e+06 -9.03043e+10 -1.1975e+11 
718518 2.18772e+06 -8.95555e+10 -1.20313e+11 
716258 2.19222e+06 -8.88032e+10 -1.20872e+11 
713987 2.19671e+06 -8.80473e+10 -1.21425e+11 
711705 2.20118e+06 -8.72881e+10 -1.21974e+11 
709414 2.20564e+06 -8.65254e+10 -1.22519e+11 
707112 2.21008e+06 -8.57593e+10 -1.23058e+11 
704801 2.21451e+06 -8.49899e+10 -1.23593e+11 
702479 2.21892e+06 -8.42172e+10 -1.24122e+11 
700147 2.22332e+06 -8.34411e+10 -1.24647e+11 
697806 2.22771e+06 -8.26618e+10 -1.25167e+11 
695455 2.23208e+06 -8.18793e+10 -1.25682e+11 
693094 2.23644e+06 -8.10936e+10 -1.26193e+11 
690724 2.24078e+06 -8.03046e+10 -1.26698e+11 
688344 2.2451e+06 -7.95126e+10 -1.27198e+11 
685955 2.24941e+06 -7.87174e+10 -1.27694e+11 
683556 2.25371e+06 -7.79192e+10 -1.28184e+11 
681149 2.25799e+06 -7.71179e+10 -1.28669e+11 
678732 2.26226e+06 -7.63136e+10 -1.2915e+11 
676307 2.26651e+06 -7.55063e+10 -1.29625e+11 
673872 2.27074e+06 -7.46961e+10 -1.30095e+11 
671429 2.27496e+06 -7.38829e+10 -1.3056e+11 
668977 2.27917e+06 -7.30669e+10 -1.3102e+11 
666517 2.28336e+06 -7.2248e+10 -1.31475e+11 
664048 2.28753e+06 -7.14262e+10 -1.31925e+11 
661571 2.29169e+06 -7.06017e+10 -1.3237e+11 
659085 2.29583e+06 -6.97744e+10 -1.32809e+11 
656591 2.29996e+06 -6.89444e+10 -1.33243e+11 
654090 2.30407e+06 -6.81117e+10 -1.33672e+11 
651580 2.30817e+06 -6.72763e+10 -1.34096e+11 
649062 2.31225e+06 -6.64383e+10 -1.34515e+11 
646536 2.31631e+06 -6.55978e+10 -1.34928e+11 
644003 2.32036e+06 -6.47546e+10 -1.35336e+11 
641462 2.32439e+06 -6.39089e+10 -1.35739e+11 
638914 2.32841e+06 -6.30607e+10 -1.36136e+11 
636358 2.33241e+06 -6.22101e+10 -1.36528e+11 
633795 2.33639e+06 -6.1357e+10 -1.36915e+11 
631224 2.34036e+06 -6.05015e+10 -1.37296e+11 
628647 2.34431e+06 -5.96436e+10 -1.37672e+11 
626063 2.34825e+06 -5.87835e+10 -1.38043e+11 
623471 2.35217e+06 -5.7921e+10 -1.38408e+11 
620873 2.35607e+06 -5.70562e+10 -1.38768e+11 
618268 2.35996e+06 -5.61893e+10 -1.39122e+11 
615657 2.36383e+06 -5.53201e+10 -1.39471e+11 
613039 2.36769e+06 -5.44488e+10 -1.39815e+11 
610415 2.37153e+06 -5.35753e+10 -1.40153e+11 
607784 2.37535e+06 -5.26997e+10 -1.40486e+11 
605147 2.37915e+06 -5.18221e+10 -1.40813e+11 
602504 2.38294e+06 -5.09425e+10 -1.41134e+11 
599855 2.38671e+06 -5.00609e+10 -1.4145e+11 
597201 2.39047e+06 -4.91773e+10 -1.41761e+11 
594540 2.39421e+06 -4.82918e+10 -1.42066e+11 
591874 2.39793e+06 -4.74044e+10 -1.42366e+11 
589202 2.40164e+06 -4.65151e+10 -1.42659e+11 
586525 2.40533e+06 -4.56241e+10 -1.42948e+11 
583842 2.409e+06 -4.47312e+10 -1.43231e+11 
581155 2.41265e+06 -4.38366e+10 -1.43508e+11 
578462 2.41629e+06 -4.29403e+10 -1.43779e+11 
575764 2.41991e+06 -4.20424e+10 -1.44045e+11 
573061 2.42352e+06 -4.11427e+10 -1.44305e+11 
570353 2.42711e+06 -4.02415e+10 -1.4456e+11 
567640 2.43068e+06 -3.93387e+10 -1.44809e+11 
564923 2.43423e+06 -3.84344e+10 -1.45052e+11 
562202 2.43777e+06 -3.75285e+10 -1.4529e+11 
559476 2.44129e+06 -3.66212e+10 -1.45522e+11 
556745 2.44479e+06 -3.57125e+10 -1.45749e+11 
554011 2.44828e+06 -3.48023e+10 -1.45969e+11 
551272 2.45174e+06 -3.38908e+10 -1.46184e+11 
548529 2.4552e+06 -3.2978e+10 -1.46393e+11 
545783 2.45863e+06 -3.20639e+10 -1.46597e+11 
543033 2.46205e+06 -3.11485e+10 -1.46795e+11 
540279 2.46545e+06 -3.0232e+10 -1.46987e+11 
537521 2.46883e+06 -2.93142e+10 -1.47173e+11 
534761 2.47219e+06 -2.83953e+10 -1.47353e+11 
531996 2.47554e+06 -2.74753e+10 -1.47528e+11 
529229 2.47887e+06 -2.65542e+10 -1.47697e+11 
526458 2.48218e+06 -2.56321e+10 -1.47861e+11 
523685 2.48548e+06 -2.47089e+10 -1.48018e+11 
520908 2.48876e+06 -2.37849e+10 -1.4817e+11 
518129 2.49202e+06 -2.28598e+10 -1.48316e+11 
515347 2.49526e+06 -2.19339e+10 -1.48456e+11 
512563 2.49849e+06 -2.10072e+10 -1.4859e+11 
509776 2.5017e+06 -2.00796e+10 -1.48719e+11 
506986 2.50489e+06 -1.91512e+10 -1.48841e+11 
504195 2.50806e+06 -1.82221e+10 -1.48958e+11 
501401 2.51122e+06 -1.72922e+10 -1.49069e+11 
498605 2.51436e+06 -1.63617e+10 -1.49175e+11 
495808 2.51748e+06 -1.54306e+10 -1.49274e+11 
493008 2.52058e+06 -1.44988e+10 -1.49368e+11 
490207 2.52367e+06 -1.35665e+10 -1.49455e+11 
487404 2.52674e+06 -1.26337e+10 -1.49537e+11 
484600 2.52979e+06 -1.17003e+10 -1.49613e+11 
481795 2.53282e+06 -1.07665e+10 -1.49684e+11 
478988 2.53584e+06 -9.83231e+09 -1.49748e+11 
476180 2.53884e+06 -8.89771e+09 -1.49807e+11 
473371 2.54182e+06 -7.96276e+09 -1.49859e+11 
470561 2.54478e+06 -7.0275e+09 -1.49906e+11 
467750 2.54773e+06 -6.09197e+09 -1.49947e+11 
464938 2.55066e+06 -5.15619e+09 -1.49982e+11 
462126 2.55357e+06 -4.22022e+09 -1.50011e+11 
459313 2.55646e+06 -3.28408e+09 -1.50035e+11 
456500 2.55934e+06 -2.34781e+09 -1.50052e+11 
453687 2.56219e+06 -1.41145e+09 -1.50064e+11 
450873 2.56503e+06 -4.75039e+08 -1.5007e+11 
448060 2.56786e+06 4.61394e+08 -1.5007e+11 
445246 2.57066e+06 1.39781e+09 -1.50064e+11 
442433 2.57345e+06 2.33417e+09 -1.50052e+11 
439620 2.57622e+06 3.27044e+09 -1.50035e+11 
436807 2.57897e+06 4.20658e+09 -1.50011e+11 
433995 2.5817e+06 5.14256e+09 -1.49982e+11 
431184 2.58442e+06 6.07833e+09 -1.49947e+11 
428373 2.58712e+06 7.01387e+09 -1.49906e+11 
425563 2.5898e+06 7.94914e+09 -1.49859e+11 
422754 2.59247e+06 8.88409e+09 -1.49806e+11 
419946 2.59511e+06 9.8187e+09 -1.49747e+11 
417139 2.59774e+06 1.07529e+10 -1.49683e+11 
414333 2.60035e+06 1.16867e+10 -1.49612e+11 
411529 2.60295e+06 1.26201e+10 -1.49536e+11 
408726 2.60552e+06 1.35529e+10 -1.49454e+11 
405925 2.60808e+06 1.44853e+10 -1.49367e+11 
403125 2.61062e+06 1.5417e+10 -1.49273e+11 
400328 2.61315e+06 1.63482e+10 -1.49173e+11 
397532 2.61565e+06 1.72787e+10 -1.49068e+11 
394738 2.61814e+06 1.82085e+10 -1.48957e+11 
391947 2.62061e+06 1.91377e+10 -1.4884e+11 
389157 2.62307e+06 2.00661e+10 -1.48717e+11 
386370 2.6255e+06 2.09937e+10 -1.48589e+11 
383586 2.62792e+06 2.19204e+10 -1.48454e+11 
380804 2.63032e+06 2.28464e+10 -1.48314e+11 
378024 2.63271e+06 2.37714e+10 -1.48168e+11 
375248 2.63507e+06 2.46955e+10 -1.48016e+11 
372474 2.63742e+06 2.56186e+10 -1.47859e+11 
369704 2.63976e+06 2.65408e+10 -1.47695e+11 
366936 2.64207e+06 2.74619e+10 -1.47526e+11 
364172 2.64437e+06 2.83819e+10 -1.47351e+11 
361411 2.64665e+06 2.93008e+10 -1.47171e+11 
358654 2.64891e+06 3.02186e+10 -1.46984e+11 
355900 2.65115e+06 3.11352e+10 -1.46792e+11 
353149 2.65338e+06 3.20506e+10 -1.46594e+11 
350403 2.65559e+06 3.29647e+10 -1.46391e+11 
347660 2.65779e+06 3.38775e+10 -1.46181e+11 
344922 2.65996e+06 3.47891e+10 -1.45966e+11 
342187 2.66212e+06 3.56992e+10 -1.45746e+11 
339457 2.66427e+06 3.6608e+10 -1.45519e+11 
336731 2.66639e+06 3.75153e+10 -1.45287e+11 
334009 2.6685e+06 3.84212e+10 -1.45049e+11 
331292 2.67059e+06 3.93255e+10 -1.44806e+11 
328579 2.67267e+06 4.02284e+10 -1.44557e+11 
325871 2.67472e+06 4.11296e+10 -1.44302e+11 
323168 2.67676e+06 4.20293e+10 -1.44042e+11 
320470 2.67879e+06 4.29273e+10 -1.43776e+11 
317777 2.68079e+06 4.38236e+10 -1.43504e+11 
315089 2.68278e+06 4.47182e+10 -1.43227e+11 
312407 2.68476e+06 4.56111e+10 -1.42944e+11 
309729 2.68671e+06 4.65022e+10 -1.42656e+11 
307057 2.68865e+06 4.73914e+10 -1.42362e+11 
304391 2.69057e+06 4.82788e+10 -1.42062e+11 
301731 2.69248e+06 4.91644e+10 -1.41757e+11 
299076 2.69437e+06 5.0048e+10 -1.41446e+11 
296427 2.69624e+06 5.09296e+10 -1.4113e+11 
293784 2.6981e+06 5.18093e+10 -1.40808e+11 
291147 2.69994e+06 5.26869e+10 -1.40481e+11 
288516 2.70176e+06 5.35625e+10 -1.40149e+11 
285892 2.70357e+06 5.4436e+10 -1.3981e+11 
283274 2.70536e+06 5.53073e+10 -1.39467e+11 
280662 2.70713e+06 5.61765e+10 -1.39118e+11 
278057 2.70889e+06 5.70435e+10 -1.38763e+11 
275459 2.71063e+06 5.79083e+10 -1.38403e+11 
272868 2.71235e+06 5.87708e+10 -1.38038e+11 
270283 2.71406e+06 5.9631e+10 -1.37667e+11 
267706 2.71575e+06 6.04889e+10 -1.37291e+11 
265135 2.71743e+06 6.13444e+10 -1.36909e+11 
262572 2.71909e+06 6.21975e+10 -1.36523e+11 
260016 2.72074e+06 6.30482e+10 -1.3613e+11 
257468 2.72236e+06 6.38964e+10 -1.35733e+11 
254927 2.72398e+06 6.47421e+10 -1.3533e+11 
252393 2.72557e+06 6.55853e+10 -1.34922e+11 
249868 2.72715e+06 6.64259e+10 -1.34509e+11 
247350 2.72872e+06 6.7264e+10 -1.3409e+11 
244840 2.73027e+06 6.80994e+10 -1.33666e+11 
242338 2.7318e+06 6.89321e+10 -1.33237e+11 
239844 2.73332e+06 6.97621e+10 -1.32803e+11 
237358 2.73482e+06 7.05894e+10 -1.32363e+11 
234881 2.73631e+06 7.1414e+10 -1.31918e+11 
232412 2.73778e+06 7.22358e+10 -1.31469e+11 
229952 2.73923e+06 7.30547e+10 -1.31014e+11 
227500 2.74067e+06 7.38708e+10 -1.30553e+11 
225056 2.7421e+06 7.46839e+10 -1.30088e+11 
222622 2.74351e+06 7.54942e+10 -1.29618e+11 
220196 2.7449e+06 7.63015e+10 -1.29142e+11 
217780 2.74628e+06 7.71058e+10 -1.28662e+11 
215372 2.74765e+06 7.79072e+10 -1.28177e+11 
212974 2.74899e+06 7.87054e+10 -1.27686e+11 
210585 2.75033e+06 7.95006e+10 -1.27191e+11 
208205 2.75165e+06 8.02927e+10 -1.2669e+11 
205835 2.75295e+06 8.10816e+10 -1.26185e+11 
203474 2.75424e+06 8.18674e+10 -1.25674e+11 
201122 2.75552e+06 8.26499e+10 -1.25159e+11 
198781 2.75677e+06 8.34292e+10 -1.24639e+11 
196449 2.75802e+06 8.42053e+10 -1.24114e+11 
194127 2.75925e+06 8.49781e+10 -1.23584e+11 
191816 2.76047e+06 8.57475e+10 -1.23049e+11 
189514 2.76167e+06 8.65136e+10 -1.2251e+11 
187222 2.76286e+06 8.72763e+10 -1.21965e+11 
184941 2.76403e+06 8.80356e+10 -1.21416e+11 
182670 2.76519e+06 8.87914e+10 -1.20862e+11 
180410 2.76633e+06 8.95438e+10 -1.20304e+11 
178160 2.76746e+06 9.02926e+10 -1.1974e+11 
175920 2.76858e+06 9.1038e+10 -1.19173e+11 
173692 2.76968e+06 9.17797e+10 -1.186e+11 
171474 2.77077e+06 9.25179e+10 -1.18023e+11 
169267 2.77184e+06 9.32524e+10 -1.17441e+11 
167071 2.7729e+06 9.39833e+10 -1.16854e+11 
164886 2.77395e+06 9.47106e+10 -1.16263e+11 
162712 2.77498e+06 9.54341e+10 -1.15667e+11 
160550 2.776e+06 9.61538e+10 -1.15067e+11 
158398 2.77701e+06 9.68699e+10 -1.14463e+11 
156258 2.778e+06 9.75821e+10 -1.13853e+11 
154130 2.77898e+06 9.82905e+10 -1.1324e+11 
152013 2.77994e+06 9.8995e+10 -1.12622e+11 
149908 2.7809e+06 9.96957e+10 -1.11999e+11 
147815 2.78184e+06 1.00392e+11 -1.11372e+11 
145733 2.78276e+06 1.01085e+11 -1.10741e+11 
143663 2.78367e+06 1.01774e+11 -1.10106e+11 
141605 2.78457e+06 1.02459e+11 -1.09466e+11 
139560 2.78546e+06 1.0314e+11 -1.08822e+11 
137526 2.78634e+06 1.03817e+11 -1.08173e+11 
135505 2.7872e+06 1.0449e+11 -1.07521e+11 
133496 2.78805e+06 1.05158e+11 -1.06864e+11 
131499 2.78888e+06 1.05823e+11 -1.06203e+11 
129515 2.78971e+06 1.06483e+11 -1.05538e+11 
127543 2.79052e+06 1.07139e+11 -1.04868e+11 
125584 2.79132e+06 1.07792e+11 -1.04195e+11 
123638 2.79211e+06 1.08439e+11 -1.03517e+11 
121704 2.79288e+06 1.09083e+11 -1.02836e+11 
119783 2.79364e+06 1.09722e+11 -1.0215e+11 
117875 2.79439e+06 1.10357e+11 -1.0146e+11 
115980 2.79513e+06 1.10988e+11 -1.00767e+11 
114098 2.79586e+06 1.11614e+11 -1.00069e+11 
112230 2.79657e+06 1.12236e+11 -9.93678e+10 
110374 2.79728e+06 1.12854e+11 -9.86625e+10 
108532 2.79797e+06 1.13467e+11 -9.79533e+10 
106703 2.79865e+06 1.14076e+11 -9.72402e+10 
104888 2.79932e+06 1.1468e+11 -9.65233e+10 
103086 2.79998e+06 1.15279e+11 -9.58027e+10 
101298 2.80062e+06 1.15875e+11 -9.50783e+10 
99523.2 2.80126e+06 1.16465e+11 -9.43501e+10 
97762.2 2.80188e+06 1.17051e+11 -9.36183e+10 
96015.1 2.80249e+06 1.17633e+11 -9.28828e+10 
94281.8 2.8031e+06 1.1821e+11 -9.21436e+10 
92562.4 2.80369e+06 1.18782e+11 -9.14009e+10 
90857.1 2.80427e+06 1.1935e+11 -9.06545e+10 
89165.8 2.80484e+06 1.19913e+11 -8.99046e+10 
87488.6 2.8054e+06 1.20471e+11 -8.91512e+10 
85825.6 2.80594e+06 1.21024e+11 -8.83943e+10 
84176.9 2.80648e+06 1.21573e+11 -8.76339e+10 
82542.5 2.80701e+06 1.22117e+11 -8.68701e+10 
80922.5 2.80753e+06 1.22656e+11 -8.61028e+10 
79316.9 2.80803e+06 1.23191e+11 -8.53322e+10 
77725.9 2.80853e+06 1.2372e+11 -8.45583e+10 
76149.4 2.80902e+06 1.24245e+11 -8.3781e+10 
74587.6 2.8095e+06 1.24765e+11 -8.30004e+10 
73040.5 2.80996e+06 1.2528e+11 -8.22166e+10 
71508.2 2.81042e+06 1.2579e+11 -8.14296e+10 
69990.7 2.81087e+06 1.26295e+11 -8.06393e+10 
68488 2.81131e+06 1.26795e+11 -7.98459e+10 
67000.4 2.81174e+06 1.2729e+11 -7.90494e+10 
65527.7 2.81216e+06 1.2778e+11 -7.82497e+10 
64070.1 2.81257e+06 1.28265e+11 -7.7447e+10 
62627.6 2.81297e+06 1.28745e+11 -7.66413e+10 
61200.4 2.81336e+06 1.2922e+11 -7.58325e+10 
59788.3 2.81375e+06 1.2969e+11 -7.50208e+10 
58391.5 2.81412e+06 1.30155e+11 -7.42061e+10 
57010.1 2.81449e+06 1.30615e+11 -7.33885e+10 
55644.1 2.81485e+06 1.3107e+11 -7.25681e+10 
54293.6 2.81519e+06 1.31519e+11 -7.17447e+10 
52958.6 2.81554e+06 1.31964e+11 -7.09186e+10 
51639.1 2.81587e+06 1.32403e+11 -7.00897e+10 
50335.3 2.81619e+06 1.32837e+11 -6.9258e+10 
49047.1 2.81651e+06 1.33265e+11 -6.84236e+10 
47774.6 2.81681e+06 1.33689e+11 -6.75865e+10 
46518 2.81711e+06 1.34107e+11 -6.67468e+10 
45277.1 2.81741e+06 1.3452e+11 -6.59044e+10 
44052.1 2.81769e+06 1.34928e+11 -6.50595e+10 
42843.1 2.81797e+06 1.3533e+11 -6.4212e+10 
41650 2.81823e+06 1.35727e+11 -6.3362e+10 
40472.9 2.8185e+06 1.36119e+11 -6.25095e+10 
39311.9 2.81875e+06 1.36506e+11 -6.16545e+10 
38167 2.819e+06 1.36887e+11 -6.07971e+10 
37038.3 2.81924e+06 1.37262e+11 -5.99373e+10 
35925.8 2.81947e+06 1.37633e+11 -5.90752e+10 
34829.5 2.81969e+06 1.37997e+11 -5.82107e+10 
33749.5 2.81991e+06 1.38357e+11 -5.7344e+10 
32685.9 2.82012e+06 1.38711e+11 -5.6475e+10 
31638.6 2.82033e+06 1.39059e+11 -5.56038e+10 
30607.7 2.82053e+06 1.39403e+11 -5.47304e+10 
29593.3 2.82072e+06 1.3974e+11 -5.38548e+10 
28595.4 2.8209e+06 1.40072e+11 -5.29772e+10 
27614.1 2.82108e+06 1.40399e+11 -5.20974e+10 
26649.3 2.82126e+06 1.4072e+11 -5.12156e+10 
25701.2 2.82142e+06 1.41036e+11 -5.03318e+10 
24769.7 2.82159e+06 1.41346e+11 -4.9446e+10 
23854.9 2.82174e+06 1.4165e+11 -4.85583e+10 
22956.8 2.82189e+06 1.41949e+11 -4.76686e+10 
22075.5 2.82204e+06 1.42242e+11 -4.67771e+10 
21211.1 2.82217e+06 1.4253e+11 -4.58838e+10 
20363.4 2.82231e+06 1.42812e+11 -4.49886e+10 
19532.6 2.82243e+06 1.43089e+11 -4.40917e+10 
18718.8 2.82256e+06 1.4336e+11 -4.3193e+10 
17921.8 2.82267e+06 1.43625e+11 -4.22926e+10 
17141.9 2.82279e+06 1.43884e+11 -4.13906e+10 
16379 2.82289e+06 1.44138e+11 -4.04869e+10 
15633 2.823e+06 1.44387e+11 -3.95817e+10 
14904.2 2.8231e+06 1.44629e+11 -3.86749e+10 
14192.5 2.82319e+06 1.44866e+11 -3.77666e+10 
13497.8 2.82328e+06 1.45097e+11 -3.68567e+10 
12820.4 2.82336e+06 1.45323e+11 -3.59455e+10 
12160.1 2.82344e+06 1.45543e+11 -3.50328e+10 
11517 2.82352e+06 1.45757e+11 -3.41187e+10 
10891.1 2.82359e+06 1.45965e+11 -3.32033e+10 
10282.6 2.82366e+06 1.46167e+11 -3.22866e+10 
9691.25 2.82372e+06 1.46364e+11 -3.13687e+10 
9117.26 2.82379e+06 1.46555e+11 -3.04494e+10 
8560.6 2.82384e+06 1.46741e+11 -2.9529e+10 
8021.29 2.8239e+06 1.4692e+11 -2.86075e+10 
7499.36 2.82395e+06 1.47094e+11 -2.76848e+10 
6994.84 2.82399e+06 1.47262e+11 -2.6761e+10 
6507.73 2.82404e+06 1.47424e+11 -2.58361e+10 
6038.06 2.82408e+06 1.4758e+11 -2.49103e+10 
5585.85 2.82412e+06 1.47731e+11 -2.39834e+10 
5151.12 2.82415e+06 1.47875e+11 -2.30556e+10 
4733.89 2.82418e+06 1.48014e+11 -2.21269e+10 
4334.17 2.82421e+06 1.48147e+11 -2.11974e+10 
3951.98 2.82424e+06 1.48274e+11 -2.0267e+10 
3587.34 2.82427e+06 1.48396e+11 -1.93358e+10 
3240.26 2.82429e+06 1.48511e+11 -1.84038e+10 
2910.76 2.82431e+06 1.48621e+11 -1.74711e+10 
2598.85 2.82433e+06 1.48725e+11 -1.65377e+10 
2304.54 2.82434e+06 1.48823e+11 -1.56037e+10 
2027.85 2.82436e+06 1.48915e+11 -1.46691e+10 
1768.79 2.82437e+06 1.49001e+11 -1.37338e+10 
1527.37 2.82438e+06 1.49081e+11 -1.27981e+10 
1303.61 2.82439e+06 1.49156e+11 -1.18618e+10 
1097.5 2.8244e+06 1.49224e+11 -1.09251e+10 
909.06 2.82441e+06 1.49287e+11 -9.98792e+09 
738.301 2.82441e+06 1.49344e+11 -9.05037e+09 
585.229 2.82442e+06 1.49395e+11 -8.11245e+09 
449.849 2.82442e+06 1.4944e+11 -7.17422e+09 
332.169 2.82442e+06 1.49479e+11 -6.2357e+09 
232.194 2.82442e+06 1.49512e+11 -5.29694e+09 
149.93 2.82443e+06 1.4954e+11 -4.35796e+09 
85.3804 2.82443e+06 1.49561e+11 -3.41882e+09 
38.549 2.82443e+06 1.49577e+11 -2.47954e+09 
9.43865 2.82443e+06 1.49587e+11 -1.54016e+09 
-1.94839 2.82443e+06 1.4959e+11 -6.00725e+08 
4.38937 2.82443e+06 1.49588e+11 3.38737e+08 
